1, 0.9736243138304994, 0.9772372238339656
5, 0.9504619092247958, 0.9582682436956037
9, 0.9279689382782166, 0.9321580004463289
13, 0.9046726469406882, 0.9112003569834896
17, 0.8833846565805329, 0.8917652309752288
21, 0.865979381443299, 0.8775100401606426
25, 0.8535279153835855, 0.8600758759205535
29, 0.8425492033739457, 0.8493975903614458
33, 0.831302717900656, 0.8373493975903614
37, 0.821662873209265, 0.8301718366436064
41, 0.8112197081269247, 0.8185672840883731
45, 0.8033203909492569, 0.8123186788663245
49, 0.7972954880171375, 0.8042847578665476
53, 0.7911366983531932, 0.798036152644499
57, 0.7861828892756728, 0.7929033697835305
61, 0.7782835720980051, 0.7862084356170498
65, 0.7757397241933325, 0.7801829948672171
69, 0.7735975364841344, 0.7766622043730478
73, 0.7711875753112867, 0.7732648962285205
77, 0.7682420672111394, 0.769247935728632
81, 0.7636899183290936, 0.7637215528781793
85, 0.758869995983398, 0.7580897121178308
89, 0.7529789797831035, 0.7547422450345905
93, 0.7477573972419334, 0.7509484490069182
97, 0.7424019279689382, 0.7476009819236777
101, 0.7414647208461641, 0.7455925016737336
105, 0.7377158923550676, 0.7426913635349253
109, 0.7365109117686437, 0.740459718812765
113, 0.735172044450395, 0.7397902253961169
117, 0.7315571026911233, 0.7373354162017407
121, 0.7302182353728746, 0.7355501004240125
125, 0.7278082742000268, 0.7317563043963401
129, 0.727540500736377, 0.7317563043963401
133, 0.7248627660998795, 0.7301941530908279
137, 0.7244611059044048, 0.7272930149520196
141, 0.7227205783906815, 0.7250613702298594
145, 0.7219172579997323, 0.7239455478687793
149, 0.7217833712679074, 0.7232760544521312
153, 0.7189717498995849, 0.7197054228966748
157, 0.7148212612130138, 0.7163579558134345
161, 0.713482393894765, 0.7141263110912742
165, 0.7112063194537421, 0.7134568176746262
169, 0.7094657919400188, 0.7121178308413301
173, 0.7078591511581203, 0.7107788440080339
177, 0.705984736912572, 0.7123409953135461
181, 0.704913643057973, 0.711225172952466
185, 0.7014325880305262, 0.7087703637580897
189, 0.7000937207122774, 0.7056460611470654
193, 0.698353193198554, 0.7034144164249052
197, 0.6967465524166555, 0.7002901138138808
201, 0.695139911634757, 0.6993974559250168
205, 0.6928638371937341, 0.6982816335639366
209, 0.6915249698754853, 0.6971658112028565
213, 0.6940688177801579, 0.6956715751896475
217, 0.6931316106573838, 0.6943328871039715
221, 0.6911233096800107, 0.6936635430611334
225, 0.6921944035346097, 0.6915866993974559
229, 0.6907216494845361, 0.6900245480919438
233, 0.6900522158254117, 0.6891318902030796
237, 0.6883116883116883, 0.6862307520642714
241, 0.6848306332842415, 0.6855612586476233
245, 0.6841611996251171, 0.6846686007587592
249, 0.683223992502343, 0.6842222718143272
1, 0.9736243138304994, 0.9954476479514416
5, 0.9504619092247958, 0.9749620637329287
9, 0.9279689382782166, 0.9509952691243417
13, 0.9046726469406882, 0.924886191198786
17, 0.8833846565805329, 0.9004730875658306
21, 0.865979381443299, 0.8850754262251183
25, 0.8535279153835855, 0.8693207176649111
29, 0.8425492033739457, 0.8566901722752834
33, 0.831302717900656, 0.8447737213246452
37, 0.821662873209265, 0.8353119700080336
41, 0.8112197081269247, 0.8242881371061322
45, 0.8033203909492569, 0.8169240382040525
49, 0.7972954880171375, 0.8090243684727305
53, 0.7911366983531932, 0.8012585914487191
57, 0.7861828892756728, 0.798937784522003
61, 0.7782835720980051, 0.792243149156476
65, 0.7757397241933325, 0.7862179773275015
69, 0.7735975364841344, 0.7814871016691958
73, 0.7711875753112867, 0.7783629384986165
77, 0.7682420672111394, 0.773230384718379
81, 0.7636899183290936, 0.7674283674015888
85, 0.758869995983398, 0.7626082299384094
89, 0.7529789797831035, 0.757743461572793
93, 0.7477573972419334, 0.7541283584754084
97, 0.7424019279689382, 0.7495313755244131
101, 0.7414647208461641, 0.7480139248415603
105, 0.7377158923550676, 0.7464518432562707
109, 0.7365109117686437, 0.7442202981344282
113, 0.735172044450395, 0.7425689547442649
117, 0.7315571026911233, 0.7400696242078015
121, 0.7302182353728746, 0.7378380790859591
125, 0.7278082742000268, 0.7348924395251272
129, 0.727540500736377, 0.7332857270374007
133, 0.7248627660998795, 0.7322145853789164
137, 0.7244611059044048, 0.7293135767205213
141, 0.7227205783906815, 0.7284209586717844
145, 0.7219172579997323, 0.7265910916718736
149, 0.7217833712679074, 0.7252521645987682
153, 0.7189717498995849, 0.7230206194769259
157, 0.7148212612130138, 0.7157011514772829
161, 0.713482393894765, 0.7143175935017406
165, 0.7112063194537421, 0.7123092028920824
169, 0.7094657919400188, 0.7107917522092296
173, 0.7078591511581203, 0.7088726234044452
177, 0.705984736912572, 0.7082477907703294
181, 0.704913643057973, 0.7073551727215924
185, 0.7014325880305262, 0.7059269838436133
189, 0.7000937207122774, 0.7042310095510131
193, 0.698353193198554, 0.7029367133803446
197, 0.6967465524166555, 0.6996340266000178
201, 0.695139911634757, 0.6984736231366598
205, 0.6928638371937341, 0.6974024814781755
209, 0.6915249698754853, 0.6959296616977595
213, 0.6940688177801579, 0.6963313398196912
217, 0.6931316106573838, 0.6948585200392752
221, 0.6911233096800107, 0.6937873783807909
225, 0.6921944035346097, 0.693162545746675
229, 0.6907216494845361, 0.692269927697938
233, 0.6900522158254117, 0.6909310006248326
237, 0.6883116883116883, 0.689368919039543
241, 0.6848306332842415, 0.6853075069177899
245, 0.6841611996251171, 0.6842363652593055
249, 0.683223992502343, 0.6834330090154422
